X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,target
-0.0022636782287515714,0.4590386515998713,0.09122770260539523,1.8651333094345122,0.0929456373771388,0.21330180189067213,-0.1040683269090445,1.719899199532164,0.7803236912350059,0.4442593128652595,,1.0307976991829095,0.24392080811616762,0.8055044647607126,0.25925459596078787,0.9695833876432696,,,0.17059631216654544,-0.35980673144156805,-0.40847886606194544,0.043210535079266255,0.4872973192286138,0.29192933931949194,0.12041036754837534,0.3034600709235674,0.030262818571229755,-0.007477996474569065,-0.20856447286963026,-0.1989170580120614,0.4245984274753782,0.778567808730382,0.5309454100426646,0.8064382346052416,-0.13171837467186182,0.815188199833278,0.6685372283813245,0.3177628851145426,-0.6506157140591275,2.76682685593196,0.38600605785260395,1.583214041981802,0.3488959007393982,1.2458142422931902,0.6424383416920028,0.5300243070201764,,-0.125323501147449,-1.1428033033525469,-0.22385334547632169,-1.1423637235179416,0.5282779264142178,0.5505864367110346,0.46071549831508657,0.24892877107776257,0.3321003958847095,0.47478443015615746,-0.16565214111108767,0.6124695426442764,-0.0865536277072802,,,0.5225256702721226,0.31062134151978754,0
0.09026255430739673,0.5020001702335439,0.16929313830350323,1.4837271853921656,,0.18925073320504526,0.04708081655675102,1.5335714046426017,1.123011513477543,0.5533610170945082,0.3653494388517239,0.2964864837031197,0.07256709643070819,0.6585161200227081,-0.2459442613753995,0.8685588829059383,-0.012527040837782333,0.699238373792059,0.26308292993291077,-0.3901635642899895,0.28206650820889195,0.11321727719425928,0.6011596318971679,-0.49771180752775274,1.4282453663676233,0.2567096935661801,0.5246446384155261,1.0298570005909455,0.2903916342902499,-0.29631155779276347,0.584438122898476,-1.444586562416183,-0.3463006636525594,1.1484157302864813,0.5365351440510621,0.2001449035701153,0.34906395528352213,0.0662877459859505,-0.5618094336511086,,-0.08331651320434402,0.16998606546847367,-0.33927782030461967,0.25988303479255154,0.6509635706804455,0.925172853377864,0.5729937368747299,0.33881069118005086,0.014885667149163617,-0.06241603605467777,-0.11463095063151496,0.10691637411857066,-0.40457726486847617,0.3676183272347531,0.1486151245401413,0.7527288687429423,0.37067588323568246,0.6947708254958145,0.26132810805597345,0.15531571286038984,-0.17205100143497526,0.7526358998663982,0.3550471624831714,0.5820686249706507,0
0.137380150826598,0.41428563683963004,0.12157987345760446,1.6275216802533563,0.03577912684576674,0.24607186438121248,-0.11255689983758327,,0.6748819563726599,0.3456401454796665,0.6235224422676147,0.2420529233413743,0.7000425727296188,0.5958310044369994,0.768750551561187,0.6189643964564762,0.3445228606155456,0.2475304747547596,1.201799561166982,0.8076106169097254,-0.4277031507514066,-0.31388819309951216,2.6891008195255193,0.94351496871521,0.3934432684351087,0.01974695459592063,-0.013320574820943343,-0.7051093558239897,-0.4170723350093038,1.6418126793514862,-0.21878516928126723,0.024809848186974515,0.6100362235494377,0.1063558696549523,0.2755312606994707,-1.284649815305267,0.17524440824436294,0.049177017848232696,1.177288744774655,0.13284555148059166,0.34577551428746245,0.5143825940619513,0.3497780883610758,0.11327818909047989,0.564041576596739,0.3847076550224152,0.2983893370770267,0.17408129580606999,1.3534988099403231,0.14461955086573985,-0.04872359177196811,0.3976460437650551,0.022752574438279716,0.2136319460879558,0.46309268259956027,-0.11868632887305469,-0.4454785611511379,0.4020158121325215,-0.23816628379950683,,0.8563556386799105,0.16445946290787739,-0.14855395133064558,0.0023638747196074172,0
0.08812208924204187,0.33754268703004375,0.17190948254464866,1.0196228482729213,0.027424295154463638,0.04757548732524833,0.11352236525702675,1.5464788169693893,0.9550730568730692,0.5459760876001942,-0.32207935036425483,0.6133702332098181,-1.2962072134537348,0.5351564107873276,0.29158701831833667,0.2806881435489926,0.6974766978597642,0.10351450566325354,0.6240979601703185,0.9822047420181785,0.28789633001377,-0.0007824044170446909,-0.2999782764280074,0.13713659627351665,1.12097585359218,1.3711897919242704,0.910588245313299,0.37635338328293677,0.5179461640841047,-0.4408694501060571,-0.44561484344902547,0.1679196387028442,0.6277976722956355,0.7077905223212517,0.8501493330159791,0.6341229503006007,0.9277117860172166,-0.04570271985611843,,-0.4748567467861444,1.1936066186586671,0.42124551752871153,-0.37492371636660027,,0.2400580903592598,2.6974823080133246,1.0172167804331778,0.637991022435338,0.5581430612240008,0.7412061824722046,1.4422245474053936,1.5668317815164068,-0.14919860213203867,0.21525832542298212,-0.5504702411241543,,-0.23186217489000754,1.2513306827369888,0.7298928607613351,-0.6223336419336389,,0.7402946393778187,-0.7167545896241965,0.9954955161622985,0
0.09023439845403083,0.4458417107163123,0.07852126615266389,2.8920043834146556,0.10896609186861819,0.05589705065159445,0.03309025237233823,1.3228603954940183,1.5313921773115675,0.6944193586025348,0.1396414057726898,1.8234428480189706,0.25688267113227015,0.2362437575709856,0.04505859566124126,,0.546706786290281,0.15492167473754956,,-0.40447147109037795,0.07698013575329438,0.9706238450218578,,0.5340956204205275,0.35889339294443273,0.5168877935274632,0.9551068039659565,0.8046211012996003,0.27715170407033657,0.6355604881160601,0.6655053595209272,0.09334358708929408,1.1378583976439705,-0.4778427084467963,0.27705577302225903,0.4546447150058689,0.16035169207607647,0.6678595409637792,-0.21445238737193933,0.3344014791706774,-0.6906528645481669,,0.5795985678057344,0.6880231308756477,0.4641945014309191,-0.21090473793307135,-4.7485103909394866e-05,-0.0678115711865937,0.7307611512669118,-0.05361868741600895,0.18128656812575505,,0.5958400086596954,1.1524434380477444,0.5175963601654854,-0.06806975308562435,0.11383207359869968,0.25227163271457964,-0.32128153845595947,0.19925380516776717,1.21846618896765,-0.6300087312465384,2.3256457574394718,-0.5543809097947541,0
0.01872456597644305,,,2.116671256442982,0.07668420957404881,0.2793092580297418,0.02269183595764089,1.2419452671677076,0.6871879267652192,0.683344155243251,0.8535649435964239,-0.352223619967849,0.6239616475755343,0.522904336087332,0.48238360053569784,,-0.3276764098188751,,0.16116416399281253,0.014166525454313073,0.07220934973019016,-0.31805766024395227,0.3078350382393945,0.05247280076250835,-0.4955770649255514,0.27681548945321643,0.27454373646594604,,-0.35514814627131946,0.6714604200719174,0.29336208202481123,0.24091032570342014,-0.29342381051821526,-0.27038834310483123,0.39954805938100063,0.8242669665154712,,,0.7415801732007532,-0.23430773897869223,0.3087791406077203,0.40482840783867946,0.19932828797553992,-0.0838705466831447,0.09882670628646462,2.5027681045231254,2.4658737110115663,0.9739200353464159,0.2057662412409324,0.28192942174993735,-0.028673872677479673,0.2783464213329251,,0.3492785409446216,0.43377988113671495,0.39262324763124185,-0.13097240667501897,-0.18276356220299406,0.37403530321078277,-0.05245095272960576,-0.39749882903807815,1.4957828717045603,0.2881839281022671,-0.23545093519200366,0
0.0359124604657068,0.46723368048660974,,2.0504157682114443,0.017516648285675035,0.08076486878993608,0.13910762753637884,1.7695945473401813,,,-0.18029489165805296,1.2950892375206116,0.010313082006354946,0.17015064541464045,-0.21474678089488503,-0.7294423422964206,0.8014993611150061,-1.1621681518770726,0.628521076562985,-0.008066608841758083,,0.48302190993779215,1.1166971377227073,0.8624579033125692,,0.288047856205249,-0.5374378710780098,-0.19792156651339837,0.7545990141321721,-0.3001637643777439,0.7559650248377388,,-0.0956695823995044,,1.0495786755426444,0.08029290705032782,0.4903514874866466,1.9181151032179018,0.731625258685099,-1.2606663180704771,-0.38874985672560997,-0.2965786541254058,0.30460278276955777,-0.8430974790280286,0.6088733018095069,-0.09060253702325438,0.8327078626867739,,-0.6140110504467218,1.157401898027534,1.3357581196149892,,0.4773163407636037,-0.04963651509368827,1.0238867015145783,0.9482321672005629,0.1471776619008391,-0.44413211599101343,0.5058289833008311,0.7769323326106855,0.7208762184914062,-0.49238948140383665,1.2572244498850764,1.0281119000109697,0
0.09935377592070738,0.6133225543856384,0.09187931823902953,2.3855373308710144,-0.004563423733280891,0.35539718616765187,0.10550646076319976,0.7439958201752901,0.4751752996722016,0.4555968482022059,1.795874304408425,0.8974349429522976,0.5223244798396636,0.5088888697632693,0.9740121593955038,0.5207245674073351,0.4778278922105553,0.9548471849140807,0.45266108353492407,-0.4299499653559775,0.02966418692960232,-0.06077527660801402,-0.18141845612664131,0.7769756358317033,-0.183329783928375,0.42166375685476315,0.17164319289003582,0.4797198264906754,-1.1716985241035363,-0.12832030491462798,1.3992398575031002,0.5654161691822551,0.30048704930856235,1.674032285543337,0.6957451756105237,-0.7074610460747346,,-0.05352349028940745,-0.551813366496219,-0.4025138150766898,-1.839705777900426,-0.10541377690841663,0.1227506012802336,0.007611278223274565,0.7407916127726951,0.2558957264553472,0.2536354812837302,1.0042495947329722,,,1.8185828926201277,,0.37691695677034376,,0.7734017231305761,2.1668958075073315,0.4446958114994072,-0.04783593409733988,0.5634220371668339,0.20291941762543528,-0.5363353285231589,-1.4129987286652264,,0.3322114002162737,0
-0.04490041128201183,0.446375765296009,0.23017724223748373,1.40517351321072,0.003906751076662884,,-0.012979455272210269,,1.0302907053237353,0.5641358688871732,,-0.6451703916839833,0.8543444073458935,-0.2658910568389869,0.16451162093033117,-0.23194803464406882,0.8433452881198364,0.45242775162240517,0.824458263750595,-0.05830142445104347,-0.08983840199855955,1.1364411738457036,0.6676638031027786,0.35002036195213587,0.40912756324597144,,1.4019199885829026,0.0969909756183038,1.8770594716556026,0.9911751720706444,-0.1789783103125288,0.5764609423221811,-0.13304917785360487,0.3297260925140197,-0.0705873011751349,0.9265899432242795,-0.36281128975545035,0.24279793197444707,-1.2158331367008823,-0.9380700683221497,,0.42136641380038287,0.16614954178647554,0.31710865819278783,0.6659344695284641,-0.06566742866202613,0.5431645111514324,,1.0919311262702949,-0.1132913677441843,0.4836560112946251,0.17200594134700578,0.24278915659992323,-0.06879839209456212,0.7212467830389722,0.8498872529555406,0.01898399275487478,0.7076466895344948,0.42285836595296855,0.1256622685893949,0.14365356720316352,-0.7131774678574989,1.5659236606892497,-0.08228670363727197,0
-0.06854904427708272,0.44396383493930336,0.1123271162221501,,0.05420442091740467,0.1930652181796883,-0.033016620720840745,2.0446050236749786,0.9132963516738004,0.48960970813096455,0.6976427074517715,-0.22455788610401978,0.33623822968655137,-0.07610530005056293,0.23409305290731022,-0.49414097113323346,,0.5395629343883833,0.6279080806432202,-0.12876451084706036,,0.9375760689115594,0.24972991026525532,-0.2302857914254613,0.5361843751524142,-0.07788038254614477,-0.3909691312038384,0.8095089209806479,1.1521902748569532,-1.0753381832259599,-0.03341890007616122,0.6148704032300678,0.17664713672231672,0.5719022943747765,0.3027268221308738,0.28972095413923854,-0.10809806523130583,-0.1322959645511977,0.4161606702205494,-0.2413658378761751,0.9995759154095947,,0.21577974110010179,-0.17201459815054343,0.015805382885540675,0.5376096044777005,-0.6654010937013538,1.2343369913457376,-0.6766970421471672,0.7663679581872755,0.8380575982443901,-0.5694754650398046,-0.02575883473800844,0.5263621083161283,1.1367389543159705,0.06637604554093468,0.8122706171074532,-0.22172226951513957,0.9411467616107729,,-0.12139520931274228,0.38616740802087884,0.7343374267716258,1.2351024862601925,0
